#{"t_start": 1768744498.456156, "env_id": "BipedalWalker-v3"}
r,l,t
-82.626167,488,743.446866
22.589799,1352,750.736682
-96.341677,109,751.361617
-87.470782,160,752.250775
-47.31719,672,755.901154
-73.179727,327,757.710454
180.383037,1600,766.619062
95.072094,1600,775.201304
107.832247,1600,783.767513
-45.232226,744,787.758466
152.607362,1600,796.3209
191.848608,1600,804.906141
-5.966928,826,809.429167
-46.373569,610,812.752346
209.5782,1600,821.26492
244.103088,1600,829.99935
264.367858,1586,838.66782
157.542038,1513,846.73863
-21.889535,609,849.982488
-81.604051,279,851.455621
256.499867,1600,860.081647
39.729789,821,864.585725
-60.768572,343,866.500626
-44.585158,362,868.517766
53.874778,853,873.235455
281.499388,1318,880.461055
281.305703,1348,887.608759
281.293906,1294,894.513839
276.328597,1339,901.809153
277.825799,1367,909.234277
279.773044,1292,916.287257
278.288758,1249,922.930848
281.28766,1242,929.828926
280.467747,1265,936.759995
280.389242,1282,943.775114
284.333318,1235,950.496176
287.544253,1221,957.053638
289.065244,1263,963.944654
284.407972,1265,970.81971
282.324626,1258,977.478102
282.45588,1266,984.237911
283.538277,1252,991.050244
290.828688,1149,997.202708
288.202983,1190,1003.538543
288.206383,1160,1009.912223
292.292941,1071,1015.730258
286.645389,1148,1021.928849
288.356714,1103,1027.835303
8.493649,442,1030.277376
283.919198,1134,1036.590364
283.353384,1175,1043.06562
282.700602,1192,1049.492561
286.646771,1146,1055.748302
287.676752,1140,1061.981913
290.72681,1093,1067.853974
289.394144,1128,1073.936672
291.633394,1047,1079.482794
289.263505,1115,1085.597187
296.115113,989,1090.999434
287.930738,1082,1096.932473
291.391171,1052,1102.646615
292.817128,1030,1108.226916
293.689991,1051,1113.945026
295.060723,1033,1119.493897
45.824448,568,1122.560018
298.044105,994,1128.056155
295.64828,1025,1133.789106
295.667329,996,1139.334483
299.005875,976,1144.78501
296.837756,1034,1150.36838
293.870713,1028,1155.912503
292.350154,1020,1161.394814
293.162145,995,1166.798363
294.433785,1037,1172.38347
297.16169,950,1177.569211
298.278038,968,1182.690379
297.677422,971,1187.95447
295.027686,1005,1193.419514
297.69343,984,1198.865921
296.276745,982,1204.18422
300.513554,950,1209.387764
295.305916,994,1214.80332
298.164524,965,1220.082364
296.103333,980,1225.427432
297.013544,974,1230.671475
300.32399,928,1235.605072
297.273556,972,1240.851953
298.103938,954,1245.952154
295.879973,981,1251.19448
298.771944,969,1256.314807
300.893937,913,1261.302461
295.982669,1023,1266.821652
303.29656,914,1271.913059
303.642496,935,1276.871788
299.497982,944,1281.960062
303.315911,934,1286.93945
304.770322,920,1291.899475
301.94291,947,1296.932161
299.434049,944,1302.164116
301.808183,926,1307.346821
301.539375,941,1312.559711
301.899109,941,1317.717087
300.431946,972,1323.011028
305.046517,917,1327.942703
301.826771,942,1333.121253
297.032294,983,1338.3878
302.762238,907,1343.279657
302.463883,947,1348.297169
300.905021,938,1353.332883
304.603041,906,1358.197494
300.301054,946,1363.270746
301.316434,947,1368.361309
301.241884,913,1373.453809
301.441586,930,1378.567622
303.732144,923,1383.609099
304.443774,869,1388.21745
304.890706,897,1393.001181
306.15533,886,1397.724671
306.332985,859,1402.333146
304.59823,862,1406.96158
42.311062,495,1409.618528
303.820807,885,1414.400172
302.30573,896,1419.14617
303.949072,873,1423.829617
305.075567,882,1428.504942
303.147123,900,1433.341238
305.116651,890,1438.167586
305.929965,874,1442.836432
304.993528,889,1447.636469
306.163183,897,1452.613096
303.017698,887,1457.529917
306.282557,860,1462.339382
307.129246,877,1467.240785
304.869585,854,1472.007894
307.64209,855,1476.768137
305.796541,865,1481.576425
304.533455,857,1486.339036
302.886015,840,1490.906865
304.314424,849,1495.485814
303.339015,859,1500.134714
305.643668,853,1504.699528
304.779437,855,1509.386799
305.612943,867,1514.029732
306.60496,881,1518.820917
304.68075,899,1523.635678
301.868361,882,1528.575941
305.162304,904,1533.641263
304.951095,875,1538.521366
305.216357,872,1543.32657
306.515732,846,1548.044756
304.835138,852,1552.717567
305.088105,838,1557.359248
306.665462,851,1562.099252
48.957229,465,1564.626353
307.462841,856,1569.2401
310.943136,807,1573.541847
304.881318,854,1578.043899
305.505843,888,1582.831974
309.856847,830,1587.275126
309.864559,841,1591.840113
306.065087,860,1596.415416
307.105627,875,1601.145496
308.024317,847,1605.668067
305.875998,857,1610.318133
306.913242,863,1614.946267
308.372476,827,1619.440799
310.830461,832,1623.964081
308.034162,817,1628.512768
135.307507,685,1632.303078
306.647215,849,1636.893607
307.430256,820,1641.303606
311.274713,829,1645.743723
307.983925,843,1650.335749
309.759928,810,1654.757191
304.181659,852,1659.322664
308.072503,806,1663.667379
55.643476,457,1666.108268
308.484658,817,1670.445494
308.074211,826,1674.966616
309.291529,829,1679.396952
308.645172,827,1683.866456
307.729153,820,1688.240793
309.092371,831,1692.744285
309.909979,841,1697.274749
308.504681,831,1701.808493
307.594776,882,1706.655297
309.243119,842,1711.224427
309.752263,817,1715.713144
306.216432,850,1720.438464
307.757848,836,1725.021212
307.278019,817,1729.561973
307.292385,852,1734.152837
308.933895,818,1738.53036
308.488664,803,1742.816864
309.360479,841,1747.322762
307.141956,865,1751.939546
310.03997,821,1756.317646
309.264052,810,1760.686362
307.314412,839,1765.161133
309.090109,797,1769.406813
307.592555,798,1773.6386
307.322083,823,1778.047239
311.493652,796,1782.369103
306.242736,814,1786.757689
308.978207,821,1791.322294
122.878567,616,1794.742941
310.617717,818,1799.164495
310.415314,819,1803.541692
312.093778,785,1807.783367
310.468738,792,1812.071659
313.867133,789,1816.406389
310.216922,805,1820.721547
313.148387,776,1824.946733
309.741872,789,1829.32376
310.906939,794,1833.667154
313.03328,772,1837.978578
309.854514,796,1842.399195
312.136929,815,1846.948972
311.818232,785,1851.32525
313.41006,807,1855.81632
311.679076,796,1860.157653
312.255468,785,1864.516014
310.645989,776,1868.839308
313.688325,765,1873.113648
312.996789,771,1877.403759
53.668088,468,1879.956481
312.549293,786,1884.315468
310.079615,797,1888.57829
115.961888,576,1891.71208
309.449728,781,1895.972694
313.880345,782,1900.221386
311.691019,790,1904.412709
310.692952,810,1908.746847
313.700533,778,1912.98665
311.972977,798,1917.348836
-56.163727,180,1918.322912
310.410496,789,1922.637871
309.015007,822,1927.15213
313.534179,788,1931.493881
315.28416,769,1935.641095
311.773299,777,1939.843027
314.642639,769,1944.033461
313.026212,805,1948.410102
312.628399,797,1952.818411
312.971163,788,1956.966145
315.200834,779,1961.250875
315.291777,772,1965.475722
313.364925,797,1969.931868
312.532186,797,1974.375075
311.221459,782,1978.746738
312.991846,778,1983.062897
311.729835,825,1987.6568
313.995998,819,1992.2065
314.162576,793,1996.629925
308.878074,840,2001.266004
312.984662,815,2005.807722
314.295658,788,2010.177279
315.588566,789,2014.593356
316.297283,769,2018.843074
315.849059,768,2023.084616
315.985673,785,2027.384293
314.348374,793,2031.609447
314.561246,819,2036.067254
