#{"t_start": 1768744498.4572062, "env_id": "BipedalWalker-v3"}
r,l,t
303.225306,944,1274.386079
302.853784,936,1279.432754
303.393053,919,1284.363682
304.343416,933,1289.303915
303.463087,929,1294.317159
302.858334,946,1299.421897
304.815696,911,1304.500164
299.546964,943,1309.777244
301.314959,965,1315.120556
303.682655,931,1320.219731
302.564056,943,1325.225241
303.295131,917,1330.231468
303.278951,920,1335.283574
300.395397,908,1340.12349
300.629518,968,1345.316751
302.344387,929,1350.252513
303.914068,931,1355.274343
300.526971,929,1360.208616
302.942363,921,1365.20618
304.3564,887,1370.024793
298.109406,950,1375.316502
302.679429,914,1380.276839
303.448463,914,1385.236154
306.453454,891,1389.961818
305.151902,889,1394.722271
306.316764,862,1399.294232
305.133988,868,1404.021382
302.479413,901,1408.820097
304.448836,854,1413.437567
304.828531,885,1418.137616
301.210145,918,1423.033041
305.92411,895,1427.754436
304.493605,878,1432.486115
305.343616,889,1437.320769
306.672979,850,1441.880209
305.015658,900,1446.748426
304.759921,882,1451.598599
301.667539,907,1456.66375
306.776399,875,1461.506031
307.431744,858,1466.303342
307.023001,844,1471.026012
305.975138,872,1475.889431
305.041475,878,1480.76995
302.732391,883,1485.675386
142.992247,711,1489.61232
302.57182,853,1494.176225
303.694105,876,1498.943054
306.494326,852,1503.489954
305.191231,863,1508.174404
305.703425,844,1512.717042
305.78226,858,1517.405308
304.43376,897,1522.153973
302.014942,910,1527.219005
304.840894,881,1532.173083
306.147125,889,1537.13534
305.773007,863,1541.866353
305.789081,838,1546.534851
304.59075,855,1551.249343
182.134448,795,1555.650726
305.530233,851,1560.390895
305.045895,866,1565.112314
304.884123,858,1569.746294
308.355701,826,1574.145586
304.723289,835,1578.580292
304.991972,885,1583.318561
307.199201,854,1587.890422
304.878636,837,1592.442651
307.820833,874,1597.093548
306.607444,871,1601.825173
309.797326,827,1606.253917
305.628929,852,1610.867025
309.398875,854,1615.453437
308.676304,820,1619.919393
311.26763,831,1624.426454
305.26344,826,1629.023858
304.586999,814,1633.508931
310.104493,833,1637.987571
308.303557,823,1642.429663
310.997215,827,1646.835438
308.977806,825,1651.390658
305.889103,832,1655.880938
97.707921,593,1659.056085
307.615953,832,1663.530438
305.17572,797,1667.803947
310.615243,794,1672.066992
305.289239,845,1676.634115
308.683766,824,1681.068653
306.620089,824,1685.482983
307.042486,833,1689.947399
304.054801,915,1694.909976
306.724663,849,1699.499236
308.713171,836,1704.082016
310.781391,838,1708.647558
308.360008,834,1713.186184
311.737928,854,1717.924399
306.790329,848,1722.592906
305.857064,842,1727.255993
309.549789,832,1731.804763
306.496602,848,1736.372569
309.663675,816,1740.739704
306.36707,853,1745.308259
309.080693,857,1749.855322
308.612674,819,1754.221625
310.143842,806,1758.568754
305.309792,834,1762.984901
306.32809,827,1767.449487
309.204736,800,1771.687452
307.784783,798,1775.947228
308.587615,793,1780.214567
309.010034,806,1784.545588
308.108969,809,1789.011224
312.496525,799,1793.450432
313.056062,804,1797.873432
309.953064,821,1802.273931
41.941449,440,1804.609815
309.635978,812,1808.998964
310.466501,806,1813.386026
312.945672,787,1817.702596
310.555671,789,1821.91093
182.339513,760,1826.067393
114.162847,565,1829.204949
310.470606,811,1833.642205
314.107897,779,1837.99646
308.628506,796,1842.418823
309.60373,798,1846.861232
311.304543,801,1851.339487
311.491437,814,1855.872779
314.522897,786,1860.149461
313.277321,778,1864.46893
310.094524,810,1868.983762
312.908028,777,1873.325213
312.732214,782,1877.662845
313.700597,793,1881.976374
309.972397,785,1886.315398
313.097512,788,1890.585967
311.759291,780,1894.816241
312.743283,765,1898.980738
313.616701,781,1903.137059
312.134588,787,1907.306632
312.104391,801,1911.663574
309.495184,814,1916.11993
309.750767,791,1920.463537
310.084311,810,1924.875968
312.721525,778,1929.147552
310.64341,800,1933.562482
313.472147,789,1937.781929
313.050462,806,1942.154282
312.614049,801,1946.498234
312.510915,809,1950.933865
311.827432,778,1955.153479
312.212533,792,1959.464652
314.55741,783,1963.678979
314.319417,786,1968.069704
313.27545,783,1972.438512
311.030526,777,1976.774199
313.585535,773,1981.055772
313.852208,798,1985.522247
314.876116,780,1989.857251
313.457871,820,1994.434613
313.440101,803,1998.884121
313.008047,770,2003.149076
311.736347,817,2007.702555
315.751164,787,2012.072676
314.707173,776,2016.39905
315.131778,795,2020.776521
315.310889,794,2025.211762
312.257812,801,2029.468739
311.031943,796,2033.700057
