#{"t_start": 1768744498.4567578, "env_id": "BipedalWalker-v3"}
r,l,t
304.918169,893,1390.312136
305.818063,896,1395.091389
303.633616,880,1399.763244
305.968409,854,1404.404237
301.171323,902,1409.225995
302.445495,901,1414.086232
303.177409,892,1418.815332
302.046681,899,1423.630865
305.141753,893,1428.355538
304.806338,887,1433.126967
303.76445,891,1437.958634
305.069863,890,1442.723068
301.648702,895,1447.555312
306.774797,866,1452.357228
301.896963,911,1457.408869
306.874719,878,1462.314578
0.888032,328,1464.127084
307.466249,865,1468.99322
303.861899,911,1474.042736
306.598014,872,1478.91136
303.783047,862,1483.692392
303.568095,846,1488.40196
300.982381,865,1493.026441
301.535867,872,1497.794952
305.969799,857,1502.347852
305.27349,860,1507.02932
305.260703,844,1511.604549
305.314344,908,1516.567153
302.923166,897,1521.30569
300.039744,943,1526.497032
305.519089,862,1531.348773
306.630388,866,1536.177258
305.217903,867,1540.949261
308.533412,843,1545.650733
119.844904,650,1549.219496
305.557876,848,1553.923574
125.79252,648,1557.527655
307.815883,858,1562.304369
306.551809,860,1566.94986
308.661286,810,1571.314895
308.7743,824,1575.666247
306.387418,837,1580.144765
302.901844,922,1585.078101
309.171251,858,1589.739661
306.320774,845,1594.24633
307.604937,834,1598.705602
308.809108,861,1603.348534
307.084418,861,1607.955696
308.194188,843,1612.523955
310.14655,822,1616.983125
309.727482,828,1621.478707
311.142913,828,1626.018991
306.879886,836,1630.665755
309.232269,807,1635.080566
309.400618,844,1639.560422
310.866197,808,1643.941601
310.688517,832,1648.398369
309.493064,841,1653.042447
303.059127,840,1657.555387
306.157983,846,1662.110297
306.253447,811,1666.459306
306.715218,808,1670.758092
305.922483,837,1675.330177
309.027707,823,1679.734379
308.093056,835,1684.231364
308.981462,823,1688.629363
308.803644,828,1693.11354
308.103243,842,1697.660653
309.483022,810,1702.076941
73.857586,511,1704.885171
308.03829,840,1709.429902
311.891977,811,1713.878343
307.626418,820,1718.434861
307.68212,859,1723.142728
308.914603,815,1727.691527
309.820463,814,1732.122971
309.440284,826,1736.585272
308.668125,838,1741.064262
310.230217,819,1745.440644
309.015151,828,1749.827833
308.562513,829,1754.250024
312.238394,803,1758.582266
306.256159,832,1762.98322
308.419291,830,1767.467784
306.132628,813,1771.773575
308.022236,788,1775.982989
307.472663,821,1780.405978
307.566338,809,1784.742005
306.46742,796,1789.148402
311.449391,805,1793.626039
313.314076,787,1797.944869
310.322901,795,1802.194762
311.745683,802,1806.516008
307.826023,798,1810.774122
311.747811,787,1815.110468
311.016592,825,1819.566297
311.961434,771,1823.735227
313.142337,768,1827.971772
310.584631,810,1832.401309
309.69889,787,1836.77563
308.792878,793,1841.206825
312.104385,785,1845.585335
311.319194,801,1850.061258
311.643028,826,1854.663703
203.457301,802,1859.10246
311.405219,793,1863.429464
312.932839,803,1867.891752
311.688872,793,1872.33776
311.957698,784,1876.715452
313.36783,791,1881.03623
309.835576,806,1885.480992
155.120211,687,1889.164051
312.142665,771,1893.368244
310.817087,773,1897.575845
43.866298,441,1899.970131
310.021922,807,1904.248839
314.242972,775,1908.379061
312.739201,797,1912.722954
312.113987,786,1917.023677
310.7525,791,1921.349477
312.172804,804,1925.758181
309.609249,793,1930.101957
312.081218,787,1934.406585
312.827438,778,1938.570867
313.688128,778,1942.806922
311.365428,814,1947.231464
313.289265,809,1951.68928
312.360254,784,1955.892645
315.154361,768,1960.068315
313.035488,792,1964.386269
-30.846438,227,1965.647179
314.064338,791,1970.071393
313.667822,769,1974.356225
311.40929,769,1978.656027
313.527652,768,1982.917152
313.174137,806,1987.406926
314.945736,804,1991.872816
314.973848,798,1996.325669
312.991219,799,2000.737697
313.68963,809,2005.242884
313.050126,778,2009.559032
-81.136451,138,2010.325287
315.440472,772,2014.647565
316.17002,782,2018.965698
315.339747,795,2023.361311
314.083799,805,2027.770861
313.58679,772,2031.871831
312.731583,800,2036.235786
