#{"t_start": 1768746534.8382254, "env_id": "BipedalWalker-v3"}
r,l,t
306.461083,826,2606.61846
304.839958,810,2608.726845
296.991469,865,2610.775037
302.329754,824,2612.870555
302.071483,817,2614.898619
304.657659,790,2616.956886
298.118452,839,2619.007282
299.839403,841,2621.139479
301.810364,809,2623.26271
302.769556,816,2625.322409
305.415094,791,2627.370124
302.85837,813,2629.393567
194.4441,764,2631.440059
304.767457,791,2633.389699
304.07271,811,2635.401936
305.381635,775,2637.452005
300.564793,826,2639.460337
300.191906,814,2641.561836
299.408077,818,2643.620069
302.385561,783,2645.686441
301.963507,807,2647.669048
303.938525,784,2649.73634
305.049631,808,2651.736137
305.846185,776,2653.711425
302.904256,824,2655.661166
301.79208,808,2657.763974
305.639312,747,2659.805797
301.425391,806,2661.725424
299.669314,838,2663.772505
301.739867,806,2665.851057
301.805541,841,2667.780868
301.504272,791,2669.824001
304.641656,786,2671.794186
306.405824,753,2673.773356
303.990989,815,2675.649033
305.807687,790,2677.658509
304.226266,803,2679.602685
300.622882,831,2681.638314
304.764901,781,2683.629031
307.957963,780,2685.609035
305.66658,788,2687.610713
306.450437,767,2689.57709
306.687194,772,2691.51341
304.682554,813,2693.491581
304.983179,783,2695.548766
302.21454,819,2697.562417
303.437556,824,2699.57383
306.475497,765,2701.60042
307.449118,774,2703.474022
303.818435,820,2705.381648
306.492941,774,2707.347823
307.392439,784,2709.246336
304.861721,810,2711.21523
305.574535,814,2713.227588
303.206988,820,2715.324576
305.87899,788,2717.288112
304.83083,784,2719.215786
307.027483,779,2721.112921
306.155224,795,2723.052425
306.797115,775,2724.992753
306.992757,781,2726.870732
307.380959,782,2728.797997
308.237192,754,2730.706822
305.272092,800,2732.626157
304.506423,805,2734.617594
302.581318,789,2736.627202
301.772305,818,2738.677377
304.477412,797,2740.772548
303.355954,800,2742.769903
306.29658,761,2744.764201
308.297515,772,2746.582734
305.231996,810,2748.58807
303.307482,843,2750.695601
308.149802,765,2752.829419
307.906086,774,2754.816469
302.024729,835,2756.763761
305.178178,780,2758.767277
306.700874,769,2760.669547
307.891044,766,2762.52654
307.334617,791,2764.518994
300.988267,832,2766.471837
308.607304,776,2768.524169
307.193987,773,2770.43926
305.389853,802,2772.379096
302.019766,826,2774.401199
306.302965,770,2776.451664
121.24073,666,2778.392146
308.483591,786,2780.055438
305.85191,786,2781.990788
305.173063,796,2783.993525
307.859699,790,2786.015712
307.755675,794,2788.049886
306.275886,823,2790.022522
309.415389,773,2792.085374
301.709612,812,2794.013479
306.066784,817,2796.114111
306.36936,790,2798.163563
305.36631,777,2800.204347
305.811128,795,2802.180156
306.868174,792,2804.120876
306.741187,798,2806.12709
305.199718,827,2808.134135
304.741862,840,2810.187144
308.524475,797,2812.236579
304.413402,778,2814.15145
307.170412,790,2816.087859
306.249781,779,2818.105064
303.449797,828,2820.047241
305.470984,788,2822.089297
303.869376,822,2824.033865
303.469857,806,2826.076215
306.376643,780,2828.045034
305.89564,768,2829.908948
302.585545,797,2831.794988
305.487208,797,2833.746556
307.427098,771,2835.768867
304.966636,796,2837.765433
307.026008,791,2839.779881
304.852027,791,2841.70261
309.031921,774,2843.722111
307.921254,753,2845.661779
300.889048,798,2847.621406
306.617648,791,2849.654042
301.522428,824,2851.677419
306.738494,775,2853.730365
308.398163,761,2855.655628
304.328174,826,2857.611781
309.730827,776,2859.685665
309.387344,759,2861.65274
310.419213,780,2863.547114
306.650543,769,2865.441726
306.926893,806,2867.383328
306.028455,781,2869.417428
303.749631,801,2871.403076
307.890047,799,2873.40479
304.203719,813,2875.369103
302.47699,842,2877.397705
306.52498,798,2879.415763
306.565865,832,2881.405691
306.199386,842,2883.481167
307.992213,791,2885.51456
309.314925,789,2887.468748
306.299426,784,2889.508371
307.324875,794,2891.497416
304.341604,802,2893.460454
306.497651,795,2895.538108
308.548732,781,2897.503907
305.461129,775,2899.519076
310.265247,771,2901.487989
304.587101,813,2903.444044
306.09701,755,2905.454278
307.54318,797,2907.377266
307.473967,802,2909.407749
305.876224,856,2911.463298
307.663765,792,2913.611334
309.297546,763,2915.597409
309.159552,756,2917.51224
308.907726,747,2919.446302
306.771549,815,2921.367512
303.476571,793,2923.427603
307.637479,787,2925.429521
306.202398,776,2927.436077
304.362353,816,2929.4132
305.03323,803,2931.468171
305.647188,805,2933.503567
304.389927,802,2935.478175
306.996024,802,2937.450023
308.472237,765,2939.443828
304.192154,776,2941.343491
102.775643,541,2943.242228
308.654173,751,2944.688163
305.17748,782,2946.585878
307.400051,772,2948.493567
307.771955,791,2950.431672
306.746298,803,2952.381974
305.857723,779,2954.338649
309.09481,778,2956.244737
310.196348,800,2958.142876
310.316273,736,2960.100565
308.699716,780,2961.953166
308.952073,756,2963.923704
307.440557,768,2965.854049
306.616849,787,2967.821405
309.326814,768,2969.757894
311.276065,788,2971.686343
307.053303,813,2973.641284
308.113897,806,2975.658566
306.328243,767,2977.649234
308.866603,792,2979.546709
311.80764,773,2981.540437
305.070537,770,2983.433174
307.308949,780,2985.313315
305.127758,797,2987.20087
308.091026,789,2989.186342
308.110834,765,2991.131218
305.294448,804,2993.064379
309.597079,759,2995.055494
307.434084,795,2996.919702
308.416353,775,2998.918276
306.410037,790,3000.881897
307.20348,773,3002.925055
308.226452,782,3004.922919
304.695291,815,3006.863139
307.308619,777,3008.841794
308.583762,769,3010.774715
307.975331,795,3012.784012
308.984013,778,3014.73538
309.029781,773,3016.621587
310.47077,756,3018.562042
308.851721,766,3020.457727
307.56927,786,3022.427727
306.154999,786,3024.455068
310.014358,782,3026.492164
309.243409,781,3028.456187
307.079597,789,3030.477753
308.986135,803,3032.520767
308.648533,771,3034.573975
308.604229,772,3036.482005
311.700453,771,3038.479761
308.217795,795,3040.472906
307.803679,834,3042.533419
308.96814,787,3044.644285
-117.274166,63,3046.39141
303.030458,846,3046.812408
-128.336092,149,3048.66453
303.63868,810,3049.261096
303.356878,832,3051.282029
308.966293,801,3053.347486
-115.367956,87,3055.045483
-129.054082,100,3055.271163
299.079947,903,3055.798979
-134.387038,146,3057.768098
-115.210738,184,3058.138811
-124.50893,278,3058.628696
259.324004,1476,3059.738726
-63.427192,1600,3063.440343
-54.214929,1600,3067.380664
-23.188353,1600,3071.426641
-67.285924,1600,3075.541173
306.584744,778,3079.229548
40.579121,477,3081.132943
301.838187,829,3082.495871
302.989739,837,3084.645432
304.333298,825,3086.801064
303.500939,834,3088.799951
305.064738,816,3090.886163
306.436048,793,3092.96257
305.714762,822,3095.012646
307.693334,768,3097.05774
305.033373,800,3098.99804
306.121559,781,3100.986547
306.960189,768,3103.003742
305.008403,796,3105.008297
305.668003,761,3107.048033
306.008109,780,3108.985491
305.731944,804,3110.882549
307.487129,772,3112.898489
307.228077,783,3114.875342
304.30939,844,3116.901558
304.694602,787,3119.009032
304.358148,816,3120.925574
307.519578,797,3122.907682
305.141396,826,3124.871463
308.612905,753,3126.951773
309.684392,770,3128.890514
310.146621,787,3130.895949
310.570708,774,3132.914896
307.460126,816,3134.875453
309.87164,784,3136.942588
307.461002,794,3138.882395
306.578671,798,3140.829525
307.294761,777,3142.865497
308.182907,799,3144.862643
310.178845,761,3146.909028
308.209965,772,3148.778785
310.672345,769,3150.724315
309.031252,796,3152.679952
311.141365,769,3154.62985
305.889385,794,3156.524045
308.275607,806,3158.516063
309.50608,782,3160.467562
304.869078,818,3162.420309
306.868587,807,3164.452518
307.498777,810,3166.466929
308.834307,783,3168.485977
309.063937,772,3170.46539
309.636923,745,3172.391606
308.476964,792,3174.229615
307.658345,764,3176.161178
307.609593,784,3178.11271
309.287842,768,3180.046969
306.52863,795,3181.964252
310.240157,783,3183.930625
307.515875,798,3185.91742
309.254068,808,3187.880227
310.140153,793,3189.88868
306.979542,814,3191.955959
307.496973,784,3194.046899
311.552935,748,3196.063476
309.088524,790,3197.998564
307.856011,782,3200.048784
308.797065,783,3202.052564
307.600732,778,3204.064586
309.607801,785,3206.077672
310.447223,776,3208.09392
309.525829,779,3210.042905
310.209681,787,3212.063923
166.809216,685,3213.960823
308.647512,746,3215.697648
308.216766,771,3217.587395
308.959551,758,3219.510284
309.133419,744,3221.432338
310.202808,778,3223.345303
309.319053,772,3225.344758
310.764882,764,3227.315294
308.299405,774,3229.273175
308.253462,784,3231.252829
307.785511,784,3233.248072
309.321343,787,3235.242343
310.322186,770,3237.240127
309.081508,762,3239.178864
303.927292,812,3241.132498
310.982098,774,3243.114234
309.9188,757,3245.008322
307.193906,816,3246.870487
309.218855,780,3248.860326
310.064274,782,3250.805665
307.778807,782,3252.696611
309.340538,777,3254.61574
307.899882,759,3256.523266
302.930452,829,3258.422015
310.44884,771,3260.458227
305.098024,780,3262.380559
307.448543,766,3264.351846
312.838455,753,3266.209905
309.763523,740,3268.053329
307.815686,776,3269.927049
308.392321,777,3271.936225
308.722544,775,3273.923055
309.78617,745,3275.892441
308.901457,752,3277.797683
305.163215,780,3279.706757
308.349142,785,3281.718424
310.755722,760,3283.70887
308.241916,791,3285.656166
305.340778,794,3287.659206
309.850491,752,3289.656085
307.936947,755,3291.589597
307.050539,764,3293.517949
308.146692,776,3295.458998
110.406446,551,3297.360233
308.502551,758,3298.84055
309.630581,761,3300.773305
309.869273,769,3302.736788
310.450549,765,3304.672215
308.087987,796,3306.626542
307.505677,794,3308.652689
310.266648,772,3310.684349
310.348516,784,3312.630461
311.818888,761,3314.569006
308.789004,778,3316.462311
309.744729,741,3318.379439
310.052308,771,3320.288804
311.762933,749,3322.210131
311.058275,740,3324.099407
310.222005,764,3325.960153
311.551541,757,3327.831186
309.7516,755,3329.694983
309.869221,761,3331.565133
308.020624,754,3333.550471
309.455887,766,3335.505752
310.106413,766,3337.486781
307.708725,761,3339.448224
309.448667,741,3341.377613
308.48728,774,3343.310208
310.661869,747,3345.251149
311.13972,758,3347.075659
310.747476,747,3348.949065
309.230211,756,3350.802254
309.830394,763,3352.661483
308.714193,751,3354.591804
309.736991,786,3356.425782
305.182112,821,3358.382046
307.046229,758,3360.465738
308.584024,762,3362.420594
306.766555,769,3364.40024
310.782047,747,3366.388917
309.208989,745,3368.323361
309.710001,755,3370.25963
310.145218,744,3372.104159
308.905491,757,3373.919482
308.87117,776,3375.852037
308.515406,764,3377.757988
310.711947,754,3379.674822
308.851988,762,3381.518942
310.592572,770,3383.364531
309.076922,755,3385.32957
311.451213,744,3387.176649
310.844541,744,3389.017354
310.252374,758,3390.856133
309.5693,743,3392.704693
308.400395,761,3394.512823
308.639414,776,3396.422925
310.811908,762,3398.315434
310.119581,764,3400.211888
308.129733,791,3402.193102
309.825771,768,3404.214949
310.684768,755,3406.21179
309.873498,748,3408.144992
310.600833,748,3409.99603
306.129472,758,3411.824816
308.033566,754,3413.684627
309.555852,753,3415.537812
310.078407,740,3417.421958
308.609321,746,3419.228209
309.835272,745,3421.149875
309.308856,752,3423.074638
309.4337,757,3424.993364
309.681584,736,3426.881705
305.539096,765,3428.794118
304.650584,790,3430.773718
308.706207,756,3432.668353
309.880613,727,3434.480066
308.569342,781,3436.26571
310.820488,738,3438.283144
306.826145,757,3440.106419
307.965601,788,3442.078898
307.248873,764,3443.978674
306.371481,758,3445.940635
310.106121,743,3447.853508
110.506986,571,3449.62544
305.233739,763,3451.10046
305.807815,774,3452.98027
308.00794,751,3454.911202
308.29026,747,3456.823887
310.87361,723,3458.767468
308.428358,771,3460.648384
308.213671,757,3462.632036
307.891234,793,3464.530124
309.437457,737,3466.539618
309.246451,783,3468.474911
307.528303,771,3470.474441
308.386072,764,3472.456513
309.27866,748,3474.417202
311.185768,744,3476.312955
308.421463,777,3478.256847
307.827007,767,3480.265511
307.781995,769,3482.242773
309.604314,753,3484.213784
305.007304,804,3486.09779
310.392455,745,3488.080283
310.063108,754,3490.026499
310.16495,760,3491.981992
305.922815,793,3493.846691
309.647904,757,3495.746361
312.740066,740,3497.623971
310.6136,749,3499.542341
307.130629,781,3501.476832
308.01393,778,3503.477554
310.18702,764,3505.41204
307.786038,749,3507.27003
307.983354,749,3509.16578
307.049861,780,3511.085338
312.180062,758,3513.068025
310.509189,780,3515.021305
312.825444,735,3517.02204
309.278923,757,3518.863964
307.642561,780,3520.839676
308.834942,740,3522.819137
308.43789,776,3524.700018
307.62728,781,3526.615536
308.272483,758,3528.55293
306.21193,776,3530.449264
307.210781,747,3532.425673
309.359424,761,3534.343949
309.570361,765,3536.272852
309.916243,750,3538.224967
309.61509,763,3540.172192
307.673816,796,3542.111552
307.765119,751,3544.081914
309.910022,776,3545.986141
306.502532,792,3547.929706
308.971956,787,3549.925542
311.177232,745,3551.943702
310.076795,748,3553.785317
310.072047,780,3555.646345
309.081138,750,3557.534657
311.639119,758,3559.368539
312.15532,747,3561.262296
309.8994,773,3563.107067
309.338319,775,3565.037375
309.327609,790,3566.973181
307.411152,791,3568.962083
309.769197,757,3570.917402
312.847456,761,3572.890595
307.306605,768,3574.757884
307.112027,760,3576.624323
-96.050302,133,3578.287804
306.3597,778,3578.839221
310.34411,748,3580.772753
308.408123,777,3582.662435
310.178968,753,3584.574343
308.166628,775,3586.42014
311.284662,757,3588.39795
312.785723,742,3590.281105
311.664633,747,3592.195104
308.027686,796,3594.064853
313.641492,744,3596.008021
309.634775,767,3597.833679
308.719997,758,3599.726582
308.841685,742,3601.57842
313.568477,746,3603.505618
309.781468,783,3605.432158
309.959604,743,3607.35195
313.697737,764,3609.207204
311.156996,737,3611.094607
310.588982,768,3612.93621
311.867996,741,3614.818874
309.032299,785,3616.684265
310.522674,765,3618.682426
310.956588,772,3620.619608
312.232809,749,3622.505231
308.324231,752,3624.442754
306.762191,799,3626.366831
310.076117,762,3628.385972
311.449882,749,3630.317302
309.407038,767,3632.228187
310.069408,783,3634.198066
312.461267,759,3636.186486
308.53455,762,3638.123029
308.069886,762,3640.065014
308.461254,760,3641.993571
311.522665,756,3643.909607
310.517823,769,3645.840841
311.432303,773,3647.801
312.759852,728,3649.751873
311.097926,735,3651.605104
310.415672,762,3653.480079
310.830884,729,3655.413085
311.683078,757,3657.215569
312.009599,774,3659.075814
310.77217,749,3660.957483
309.763193,754,3662.798457
310.977871,736,3664.6628
308.567186,752,3666.579055
311.4299,730,3668.442943
309.092188,751,3670.247494
308.854363,774,3672.103162
309.734595,761,3674.002996
309.437391,765,3675.954413
311.898011,742,3677.883569
308.050545,752,3679.782859
310.530587,756,3681.652216
309.277,748,3683.569177
309.118158,765,3685.49578
310.077593,756,3687.452697
313.240405,747,3689.371573
312.32148,740,3691.280288
312.01991,788,3693.191368
311.661268,749,3695.177166
310.772132,746,3697.074922
311.467239,752,3698.972909
310.766616,757,3700.893177
309.216402,740,3702.790064
311.422282,775,3704.694791
308.000852,782,3706.67417
310.818264,745,3708.648873
309.923968,755,3710.556002
309.283596,741,3712.478499
309.111694,753,3714.377531
312.103516,727,3716.283809
307.66037,793,3718.157622
310.671977,751,3720.144921
310.24679,774,3722.054816
312.675264,729,3723.993998
310.288056,744,3725.82423
309.902034,747,3727.714345
312.541088,745,3729.563716
311.256074,746,3731.405
311.921633,764,3733.267069
311.076102,744,3735.207162
310.533827,762,3737.044081
309.899772,749,3739.006144
312.953611,751,3740.873434
310.153452,744,3742.803018
310.480236,763,3744.736063
310.935801,763,3746.680979
312.771501,749,3748.644965
311.880776,755,3750.477437
312.779799,745,3752.373397
309.109026,767,3754.300951
307.61779,794,3756.285041
310.864857,737,3758.329188
311.595134,720,3760.213669
309.444218,742,3762.074806
309.032478,748,3763.971014
311.449265,778,3765.765409
309.704862,771,3767.656761
310.702011,744,3769.584002
310.585675,764,3771.395263
